,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Item_Outlet_Sales
2727,FDY57,20.2,Regular,0.121500143,Snack Foods,95.0752,OUT045,2002,,Tier 2,2588.6304
2730,FDT27,11.395,Regular,0.069574013,Meat,232.8616,OUT035,2004,Small,Tier 2,2812.3392
2731,FDB38,19.5,Regular,0.027458099,Canned,158.792,OUT018,2009,Medium,Tier 3,2556.672
2735,FDJ48,11.3,Low Fat,0.056754036,Baking Goods,247.5118,OUT017,2007,,Tier 2,2470.118
2740,NCG07,12.3,Low Fat,0.052608525,Household,191.253,OUT045,2002,,Tier 2,2656.542
2741,FDA22,7.435,Low Fat,0.084452363,Starchy Foods,165.2158,OUT046,1997,Small,Tier 1,2840.9686
2742,FDA33,6.48,Low Fat,0.033899898,Snack Foods,146.9076,OUT046,1997,Small,Tier 1,2956.152
2745,FDZ20,16.1,Low Fat,0.0343603,Fruits and Vegetables,253.4356,OUT049,1999,Medium,Tier 1,2797.6916
2746,FDR56,15.5,Regular,0.100922503,Fruits and Vegetables,199.0768,OUT049,1999,Medium,Tier 1,2759.0752
2747,NCV41,,LF,0.016956266,Health and Hygiene,109.3228,OUT027,1985,Medium,Tier 3,2431.5016
2748,FDU11,4.785,Low Fat,0.092576144,Breads,121.0098,OUT035,2004,Small,Tier 2,2530.7058
2754,NCE18,10,Low Fat,0.021425341,Household,250.175,OUT046,1997,Small,Tier 1,2996.1
2756,FDT24,12.35,Regular,0.185704641,Baking Goods,77.1328,OUT013,1987,High,Tier 3,2239.7512
2757,NCV06,11.3,Low Fat,0.066668724,Household,192.4478,OUT035,2004,Small,Tier 2,2712.4692
2759,FDU49,19.5,Regular,0.030688557,Canned,85.754,OUT035,2004,Small,Tier 2,2163.85
2765,FDH27,7.075,Low Fat,0.058676973,Dairy,142.0128,OUT017,2007,,Tier 2,2588.6304
2767,NCP18,12.15,Low Fat,0.028592842,Household,151.0708,OUT035,2004,Small,Tier 2,2858.9452
2783,FDZ15,13.1,Low Fat,0.020913071,Dairy,120.1782,OUT045,2002,,Tier 2,2026.0294
2784,NCQ29,12,Low Fat,0.104230135,Health and Hygiene,259.5278,OUT046,1997,Small,Tier 1,2603.278
2785,FDL04,19,Low Fat,0.111923422,Frozen Foods,106.5622,OUT046,1997,Small,Tier 1,2117.244
2788,NCI55,18.6,Low Fat,0.012679226,Household,120.9414,OUT045,2002,,Tier 2,2680.5108
2790,FDV45,16.75,Low Fat,0.045138797,Snack Foods,187.9556,OUT045,2002,,Tier 2,2816.334
2791,FDG26,18.85,Low Fat,0.04282359,Canned,254.433,OUT018,2009,Medium,Tier 3,2050.664
2796,NCE55,8.92,Low Fat,0.130191993,Household,176.837,OUT045,2002,,Tier 2,2117.244
2806,FDD35,12.15,Low Fat,0,Starchy Foods,119.244,OUT035,2004,Small,Tier 2,2636.568
2809,NCC19,6.57,Low Fat,0.096862255,Household,193.982,OUT035,2004,Small,Tier 2,2316.984
2811,NCI29,8.6,Low Fat,0.032621545,Health and Hygiene,143.2154,OUT046,1997,Small,Tier 1,2127.231
2812,NCF43,8.51,Low Fat,0.05190268,Household,142.247,OUT013,1987,High,Tier 3,2862.94
2820,FDQ12,12.65,LF,0.035410748,Baking Goods,231.401,OUT046,1997,Small,Tier 1,2067.309
2838,FDJ04,18,Low Fat,0.124645538,Frozen Foods,117.2124,OUT049,1999,Medium,Tier 1,2133.2232
2839,FDA31,7.1,LF,0.110459828,Fruits and Vegetables,172.108,OUT018,2009,Medium,Tier 3,2250.404
2847,NCO55,,Low Fat,0.090596378,Others,106.6938,OUT027,1985,Medium,Tier 3,2251.0698
2848,FDL13,13.85,Regular,0.056637129,Breakfast,233.83,OUT017,2007,,Tier 2,2796.36
2859,NCO05,7.27,Low Fat,0.046559448,Health and Hygiene,100.5384,OUT046,1997,Small,Tier 1,2463.46
2862,FDL34,16,Low Fat,0.040945898,Snack Foods,143.1496,OUT046,1997,Small,Tier 1,2258.3936
2864,FDX19,19.1,Low Fat,0.096929994,Fruits and Vegetables,233.8958,OUT045,2002,,Tier 2,2103.2622
2867,FDY19,19.75,Low Fat,0.041429246,Fruits and Vegetables,117.2466,OUT049,1999,Medium,Tier 1,2239.0854
2874,FDT55,13.6,Regular,0.043618827,Fruits and Vegetables,156.7946,OUT013,1987,High,Tier 3,2840.3028
2893,FDM44,12.5,Low Fat,0.031225303,Fruits and Vegetables,102.899,OUT017,2007,,Tier 2,2167.179
2895,FDJ38,8.6,Regular,0.040369315,Canned,189.753,OUT018,2009,Medium,Tier 3,2846.295
2903,NCJ30,5.82,Low Fat,0,Household,169.379,OUT013,1987,High,Tier 3,2376.906
2904,NCI42,18.75,Low Fat,0.01035692,Household,208.3954,OUT013,1987,High,Tier 3,2709.1402
2907,NCA29,10.5,Low Fat,0.027271252,Household,171.6106,OUT035,2004,Small,Tier 2,2566.659
2909,FDB35,12.3,Regular,0.064984487,Starchy Foods,92.5804,OUT017,2007,,Tier 2,2297.01
2910,FDS31,13.1,reg,0.044372393,Fruits and Vegetables,180.3318,OUT018,2009,Medium,Tier 3,2886.9088
2919,FDZ26,11.6,Regular,0.143990173,Dairy,239.6222,OUT035,2004,Small,Tier 2,2390.222
2921,FDN34,15.6,Regular,0.046023105,Snack Foods,169.2132,OUT017,2007,,Tier 2,2536.698
2926,NCJ43,6.635,Low Fat,0.027222517,Household,174.0396,OUT017,2007,,Tier 2,2093.2752
2928,DRE49,20.75,Low Fat,0.021232318,Soft Drinks,151.1024,OUT013,1987,High,Tier 3,2428.8384
2935,FDW15,15.35,Regular,0.055103174,Meat,149.7734,OUT035,2004,Small,Tier 2,2820.9946
2939,NCM06,7.475,LF,0.075713578,Household,156.4656,OUT035,2004,Small,Tier 2,2471.4496
2942,FDV44,8.365,Regular,0.039811272,Fruits and Vegetables,191.3188,OUT013,1987,High,Tier 3,2285.0256
2944,NCB18,19.6,Low Fat,0.041283361,Household,87.0514,OUT035,2004,Small,Tier 2,2125.2336
2952,FDI12,9.395,Regular,0.100966837,Baking Goods,86.8856,OUT017,2007,,Tier 2,2548.6824
2954,FDT56,,Regular,0.115032648,Fruits and Vegetables,58.0246,OUT027,1985,Medium,Tier 3,2143.2102
2956,FDK26,5.46,Regular,0.032308482,Canned,185.224,OUT018,2009,Medium,Tier 3,2423.512
2957,DRJ13,12.65,Low Fat,0.063246037,Soft Drinks,159.2578,OUT017,2007,,Tier 2,2406.867
2960,FDN28,5.88,Regular,0.030247903,Frozen Foods,101.399,OUT046,1997,Small,Tier 1,2063.98
2973,FDG56,,Regular,0.071106549,Fruits and Vegetables,60.5536,OUT027,1985,Medium,Tier 3,2143.876
2980,FDO21,11.6,Regular,0.009754896,Snack Foods,223.0404,OUT013,1987,High,Tier 3,2025.3636
2983,FDZ20,16.1,Low Fat,0.034501016,Fruits and Vegetables,255.7356,OUT017,2007,,Tier 2,2543.356
2994,FDH58,12.3,Low Fat,0.036908933,Snack Foods,115.9834,OUT013,1987,High,Tier 3,2073.3012
3001,FDG12,6.635,Regular,0.00636189,Baking Goods,121.1098,OUT017,2007,,Tier 2,2651.2156
3002,FDX22,6.785,Regular,0.023021406,Snack Foods,208.9928,OUT045,2002,,Tier 2,2103.928
3004,FDI26,5.94,Low Fat,0.035084073,Canned,176.4344,OUT017,2007,,Tier 2,2141.2128
3005,FDK34,13.35,Low Fat,0.038604817,Snack Foods,236.3564,OUT045,2002,,Tier 2,2145.2076
3008,FDU13,8.355,Low Fat,0.187850233,Canned,146.5418,OUT049,1999,Medium,Tier 1,2501.4106
3010,DRG01,,Low Fat,0.044660955,Soft Drinks,74.767,OUT027,1985,Medium,Tier 3,2679.845
3020,NCX54,9.195,Low Fat,0.048059871,Household,105.8622,OUT046,1997,Small,Tier 1,2223.1062
3026,FDX57,17.25,Regular,0,Snack Foods,95.2068,OUT013,1987,High,Tier 3,2721.7904
3036,NCB31,6.235,Low Fat,0.118915034,Household,264.791,OUT045,2002,,Tier 2,2103.928
3037,FDR55,12.15,Regular,0.131973625,Fruits and Vegetables,187.9872,OUT013,1987,High,Tier 3,2458.1336
3040,FDJ33,8.895,Regular,0.088681966,Snack Foods,121.973,OUT018,2009,Medium,Tier 3,2956.152
3043,NCS53,14.5,Low Fat,0.089917769,Health and Hygiene,160.3604,OUT049,1999,Medium,Tier 1,2852.2872
3047,FDF22,6.865,Low Fat,0.056819936,Snack Foods,212.6218,OUT035,2004,Small,Tier 2,2137.218
3050,FDO52,11.6,Regular,0.077321087,Frozen Foods,169.3106,OUT045,2002,,Tier 2,2224.4378
3056,DRF23,4.61,Low Fat,0.122901056,Hard Drinks,174.4396,OUT045,2002,,Tier 2,2616.594
3062,FDX25,16.7,Low Fat,0.10203648,Canned,180.9292,OUT035,2004,Small,Tier 2,2736.438
3075,FDX21,7.05,Low Fat,0.08509812,Snack Foods,108.2912,OUT049,1999,Medium,Tier 1,2293.0152
3083,FDR12,12.6,Regular,0.031598706,Baking Goods,172.9764,OUT045,2002,,Tier 2,2233.0932
3089,FDU49,19.5,Regular,0.030819397,Canned,86.054,OUT018,2009,Medium,Tier 3,2336.958
3095,FDO37,8.06,Low Fat,0.021358889,Breakfast,232.3326,OUT013,1987,High,Tier 3,2541.3586
3096,NCA41,16.75,Low Fat,0.032652796,Health and Hygiene,190.8162,OUT045,2002,,Tier 2,2886.243
3099,DRD24,,Low Fat,0.030645958,Soft Drinks,141.7154,OUT027,1985,Medium,Tier 3,2694.4926
3111,FDA37,7.81,Regular,0.055451725,Canned,122.6046,OUT018,2009,Medium,Tier 3,2365.5874
3112,FDK20,,Regular,0,Fruits and Vegetables,120.5072,OUT027,1985,Medium,Tier 3,2695.1584
3115,FDV03,,LF,0.057809959,Meat,156.2314,OUT027,1985,Medium,Tier 3,2947.4966
3122,FDS59,14.8,Regular,0.043856919,Breads,109.057,OUT013,1987,High,Tier 3,2746.425
3130,NCR50,20.2,Low Fat,0.011838464,Household,155.134,OUT049,1999,Medium,Tier 1,2603.278
3131,FDD41,,Regular,0.086837543,Frozen Foods,106.2306,OUT027,1985,Medium,Tier 3,2090.612
3132,DRI11,8.26,Low Fat,0.034457776,Hard Drinks,113.3834,OUT049,1999,Medium,Tier 1,2073.3012
3135,FDY37,17,Regular,0.026546765,Canned,142.147,OUT013,1987,High,Tier 3,2147.205
3139,NCL19,15.35,Low Fat,0.015700603,Others,141.147,OUT049,1999,Medium,Tier 1,2719.793
3142,FDO25,6.3,Low Fat,0.127424932,Canned,208.127,OUT035,2004,Small,Tier 2,2306.997
3149,FDK25,11.6,Regular,0.157149885,Breakfast,168.2474,OUT045,2002,,Tier 2,2863.6058
3153,FDY15,18.25,Regular,0.171093639,Dairy,155.663,OUT049,1999,Medium,Tier 1,2034.019
3156,NCO30,19.5,Low Fat,0.01581384,Household,183.2608,OUT017,2007,,Tier 2,2940.1728
3158,FDH05,14.35,Regular,0.091283986,Frozen Foods,232.6984,OUT018,2009,Medium,Tier 3,2316.984
3160,FDP58,11.1,Low Fat,0.135416391,Snack Foods,218.3482,OUT045,2002,,Tier 2,2847.6266
3165,NCP50,,Low Fat,0.020460284,Others,81.7618,OUT027,1985,Medium,Tier 3,2175.1686
3166,DRB25,12.3,Low Fat,0.069401919,Soft Drinks,107.9938,OUT013,1987,High,Tier 3,2036.6822
3170,FDX51,9.5,Regular,0.022093019,Meat,195.9452,OUT049,1999,Medium,Tier 1,2348.9424
3171,FDB47,8.8,Low Fat,0.071369947,Snack Foods,209.1612,OUT013,1987,High,Tier 3,2090.612
3173,NCM29,11.5,LF,0.017642229,Health and Hygiene,131.8626,OUT046,1997,Small,Tier 1,2885.5772
3177,FDQ27,5.19,Regular,0.044321422,Meat,103.899,OUT049,1999,Medium,Tier 1,2889.572
3192,FDS27,10.195,Regular,0.012447775,Meat,197.611,OUT013,1987,High,Tier 3,2553.343
3194,FDD48,10.395,Low Fat,0.030219852,Baking Goods,114.7176,OUT045,2002,,Tier 2,2748.4224
3196,NCK30,14.85,Low Fat,0.061226969,Household,253.0698,OUT018,2009,Medium,Tier 3,2283.0282
3199,FDV52,20.7,Regular,0.122015744,Frozen Foods,117.7466,OUT018,2009,Medium,Tier 3,2828.3184
3200,FDW33,9.395,Low Fat,0.099120588,Snack Foods,107.228,OUT046,1997,Small,Tier 1,2024.032
3205,FDT37,14.15,Low Fat,0.035263498,Canned,254.8014,OUT035,2004,Small,Tier 2,2040.0112
3212,FDP46,15.35,Low Fat,0.074553522,Snack Foods,91.883,OUT013,1987,High,Tier 3,2606.607
3219,FDR40,9.1,Regular,0.008027701,Frozen Foods,81.1618,OUT013,1987,High,Tier 3,2255.7304
3223,NCC18,19.1,Low Fat,0.177629525,Household,173.9422,OUT045,2002,,Tier 2,2414.1908
3225,NCZ30,6.59,Low Fat,0.026180032,Household,120.7098,OUT035,2004,Small,Tier 2,2530.7058
3228,FDQ07,15.1,Regular,0.087762922,Fruits and Vegetables,221.5456,OUT018,2009,Medium,Tier 3,2873.5928
3256,FDE26,9.3,Low Fat,0.089005769,Canned,143.9786,OUT046,1997,Small,Tier 1,2745.0934
3259,NCF54,18,Low Fat,0.047377053,Household,171.1422,OUT046,1997,Small,Tier 1,2931.5174
3273,FDR23,15.85,Low Fat,0.081953387,Breads,176.237,OUT045,2002,,Tier 2,2646.555
3283,DRD15,10.6,Low Fat,0.056785183,Dairy,231.9642,OUT035,2004,Small,Tier 2,2091.2778
3296,FDR19,13.5,Regular,0.160624116,Fruits and Vegetables,147.0102,OUT017,2007,,Tier 2,2770.3938
3309,FDR33,7.31,Low Fat,0.026940466,Snack Foods,108.457,OUT017,2007,,Tier 2,2306.997
3312,DRI01,7.97,Low Fat,0.034424278,Soft Drinks,171.8422,OUT013,1987,High,Tier 3,2069.3064
3317,FDC38,15.7,Low Fat,0.122684413,Canned,132.2942,OUT049,1999,Medium,Tier 1,2252.4014
3319,FDX19,19.1,Low Fat,0.09688421,Fruits and Vegetables,233.5958,OUT049,1999,Medium,Tier 1,2336.958
3320,FDU36,,Low Fat,0,Baking Goods,100.1384,OUT027,1985,Medium,Tier 3,2956.152
3323,FDV20,20.2,Regular,0.059894378,Fruits and Vegetables,125.9678,OUT049,1999,Medium,Tier 1,2797.6916
3324,FDE47,14.15,Low Fat,0.037901581,Starchy Foods,126.3046,OUT035,2004,Small,Tier 2,2614.5966
3332,FDQ46,7.51,Low Fat,0.104023565,Snack Foods,112.4544,OUT045,2002,,Tier 2,2013.3792
3338,FDU27,,Regular,0.170646494,Meat,46.3376,OUT027,1985,Medium,Tier 3,2109.2544
3340,FDU31,10.5,reg,0.02502991,Fruits and Vegetables,218.4508,OUT049,1999,Medium,Tier 1,2821.6604
3342,FDX43,5.655,Low Fat,0.085622362,Fruits and Vegetables,167.25,OUT018,2009,Medium,Tier 3,2330.3
3356,NCW53,18.35,Low Fat,0.030619301,Health and Hygiene,194.0162,OUT018,2009,Medium,Tier 3,2886.243
3362,FDD35,12.15,Low Fat,0.026010729,Starchy Foods,119.144,OUT017,2007,,Tier 2,2157.192
3363,FDZ48,17.75,Low Fat,0.075959623,Baking Goods,112.4544,OUT046,1997,Small,Tier 1,2460.7968
3369,FDT09,15.15,Regular,0.012288171,Snack Foods,129.9284,OUT045,2002,,Tier 2,2241.0828
3373,FDR51,9.035,Regular,0.17417636,Meat,148.9708,OUT018,2009,Medium,Tier 3,2257.062
3376,FDT14,10.695,Regular,0.128247408,Dairy,121.844,OUT018,2009,Medium,Tier 3,2277.036
3381,FDJ22,18.75,Low Fat,0.052800258,Snack Foods,193.2504,OUT035,2004,Small,Tier 2,2684.5056
3396,FDG53,10,Low Fat,0.046043736,Frozen Foods,140.618,OUT018,2009,Medium,Tier 3,2376.906
3400,FDS31,,Regular,0.043978369,Fruits and Vegetables,178.4318,OUT027,1985,Medium,Tier 3,2526.0452
3401,NCK06,5.03,Low Fat,0.008639333,Household,122.2756,OUT013,1987,High,Tier 3,2059.9852
3406,FDM03,12.65,Low Fat,0.123007534,Meat,106.0938,OUT035,2004,Small,Tier 2,2679.845
3407,NCP05,19.6,Low Fat,0,Health and Hygiene,150.3024,OUT018,2009,Medium,Tier 3,2580.6408
3408,FDJ41,6.85,LF,0.02288328,Frozen Foods,261.2594,OUT046,1997,Small,Tier 1,2878.2534
3411,FDQ23,6.55,Low Fat,0.024664556,Breads,103.3332,OUT017,2007,,Tier 2,2050.664
3414,FDV24,5.635,Low Fat,0.103693024,Baking Goods,149.905,OUT018,2009,Medium,Tier 3,2546.685
3426,FDP27,8.155,Low Fat,0.119428052,Meat,190.853,OUT035,2004,Small,Tier 2,2466.789
3430,NCA17,20.6,Low Fat,0,Health and Hygiene,148.8392,OUT046,1997,Small,Tier 1,2684.5056
3431,NCL29,9.695,Low Fat,0.114583922,Health and Hygiene,156.4604,OUT017,2007,,Tier 2,2535.3664
3432,FDS20,8.85,Low Fat,0.054171606,Fruits and Vegetables,183.9292,OUT017,2007,,Tier 2,2918.8672
3447,FDI58,7.64,Regular,0.070847865,Snack Foods,91.712,OUT045,2002,,Tier 2,2050.664
3452,FDN46,7.21,Regular,0.14460413,Snack Foods,102.6332,OUT035,2004,Small,Tier 2,2153.1972
3456,DRG51,12.1,Low Fat,0.011563024,Dairy,164.9526,OUT045,2002,,Tier 2,2302.3364
3458,FDC33,8.96,Regular,0.06893834,Fruits and Vegetables,196.4768,OUT046,1997,Small,Tier 1,2561.9984
3460,FDJ52,7.145,Low Fat,0.017814518,Frozen Foods,159.8578,OUT049,1999,Medium,Tier 1,2246.4092
3471,FDX45,16.75,low fat,0.105282932,Snack Foods,156.963,OUT018,2009,Medium,Tier 3,2816.334
3476,NCH29,5.51,Low Fat,0.034445116,Health and Hygiene,95.8726,OUT013,1987,High,Tier 3,2153.1972
3481,FDF50,4.905,Low Fat,0.1175683,Canned,197.6768,OUT045,2002,,Tier 2,2956.152
3496,FDT50,,reg,0.107714834,Dairy,97.8752,OUT027,1985,Medium,Tier 3,2109.2544
3500,FDX26,17.7,Low Fat,0.087986599,Dairy,181.4292,OUT045,2002,,Tier 2,2918.8672
3501,FDF39,14.85,Regular,0.019590769,Dairy,261.591,OUT018,2009,Medium,Tier 3,2366.919
3514,FDA55,17.2,reg,0.057221177,Fruits and Vegetables,225.4088,OUT018,2009,Medium,Tier 3,2460.7968
3524,FDR33,7.31,Low Fat,0.026830586,Snack Foods,108.057,OUT049,1999,Medium,Tier 1,2087.283
3529,FDB12,11.15,Regular,0.105287746,Baking Goods,103.2648,OUT035,2004,Small,Tier 2,2388.8904
3537,FDY13,12.1,Low Fat,0.030121709,Canned,78.067,OUT035,2004,Small,Tier 2,2220.443
3540,FDT59,13.65,Low Fat,0.015976249,Breads,230.2668,OUT018,2009,Medium,Tier 3,2994.7684
3556,NCM18,13,LF,0.083009876,Household,61.1194,OUT045,2002,,Tier 2,2352.9372
3560,FDJ46,11.1,Low Fat,0.04500603,Snack Foods,174.0054,OUT018,2009,Medium,Tier 3,2101.2648
3562,FDS37,7.655,Low Fat,0.032009653,Canned,117.2492,OUT045,2002,,Tier 2,2432.8332
3574,FDB34,15.25,Low Fat,0.026760329,Snack Foods,86.0198,OUT017,2007,,Tier 2,2006.0554
3576,DRB01,7.39,Low Fat,0.082170947,Soft Drinks,190.953,OUT013,1987,High,Tier 3,2466.789
3577,FDR51,9.035,Regular,0.173821519,Meat,151.4708,OUT045,2002,,Tier 2,2407.5328
3580,FDJ04,18,Low Fat,0.12470444,Frozen Foods,120.3124,OUT045,2002,,Tier 2,2725.7852
3583,FDH14,17.1,Regular,0.046903482,Canned,142.0838,OUT045,2002,,Tier 2,2528.7084
3597,FDC22,6.89,Regular,0,Snack Foods,193.482,OUT049,1999,Medium,Tier 1,2510.066
3601,FDP37,15.6,Low Fat,0.142986863,Breakfast,130.3994,OUT013,1987,High,Tier 3,2826.9868
3602,DRI01,7.97,Low Fat,0,Soft Drinks,173.7422,OUT045,2002,,Tier 2,2759.0752
3606,FDH47,13.5,Regular,0.128816212,Starchy Foods,96.4068,OUT046,1997,Small,Tier 1,2527.3768
3616,NCF43,8.51,Low Fat,0.052239735,Household,141.947,OUT017,2007,,Tier 2,2004.058
3621,FDF57,14.5,Regular,0.058946687,Fruits and Vegetables,168.6448,OUT045,2002,,Tier 2,2897.5616
3625,NCC06,19,Low Fat,0.026986367,Household,127.1336,OUT046,1997,Small,Tier 1,2812.3392
3628,NCK18,9.6,Low Fat,0.006725388,Household,165.9184,OUT018,2009,Medium,Tier 3,2972.1312
3632,FDS16,15.15,Regular,0.066164431,Frozen Foods,147.376,OUT035,2004,Small,Tier 2,2197.14
3634,FDP03,5.15,Regular,0,Meat,122.9388,OUT017,2007,,Tier 2,2105.2596
3638,FDF50,4.905,Low Fat,0.117308165,Canned,195.7768,OUT035,2004,Small,Tier 2,2956.152
3646,FDX11,16,Regular,0.106731895,Baking Goods,183.6634,OUT035,2004,Small,Tier 2,2544.6876
3649,NCW41,18,Low Fat,0.01548171,Health and Hygiene,159.3604,OUT045,2002,,Tier 2,2059.9852
3656,FDV07,9.5,Low Fat,0.031410378,Fruits and Vegetables,110.3228,OUT018,2009,Medium,Tier 3,2763.07
3657,FDO50,,Low Fat,0.077790204,Canned,93.0804,OUT027,1985,Medium,Tier 3,2940.1728
3658,FDN04,11.8,Regular,0.014166739,Frozen Foods,178.2344,OUT017,2007,,Tier 2,2854.9504
3661,FDV60,20.2,Regular,0.117339056,Baking Goods,195.011,OUT035,2004,Small,Tier 2,2749.754
3662,NCG30,20.2,Low Fat,0.112227747,Household,123.5046,OUT013,1987,High,Tier 3,2739.1012
3676,DRL23,18.35,Low Fat,0.015301418,Hard Drinks,105.2938,OUT035,2004,Small,Tier 2,2036.6822
3678,FDM25,10.695,Regular,0.060615254,Breakfast,174.0712,OUT013,1987,High,Tier 3,2460.7968
3681,FDI15,13.8,Low Fat,0.14215211,Dairy,263.5884,OUT017,2007,,Tier 2,2384.8956
3684,FDA07,7.55,Regular,0.030992735,Fruits and Vegetables,124.3072,OUT049,1999,Medium,Tier 1,2695.1584
3687,FDK33,17.85,Low Fat,0.011258035,Snack Foods,211.656,OUT045,2002,,Tier 2,2556.672
3690,NCV06,11.3,Low Fat,0.066625843,Household,194.2478,OUT013,1987,High,Tier 3,2712.4692
3698,NCD07,9.1,LF,0,Household,115.4518,OUT017,2007,,Tier 2,2390.8878
3702,FDL56,14.1,Low Fat,0.125756824,Fruits and Vegetables,87.1198,OUT035,2004,Small,Tier 2,2529.3742
3715,FDI45,13.1,Low Fat,0.037581243,Fruits and Vegetables,175.5054,OUT046,1997,Small,Tier 1,2451.4756
3721,FDS37,7.655,Low Fat,0.032125561,Canned,115.7492,OUT017,2007,,Tier 2,2548.6824
3723,FDJ22,18.75,low fat,0.052766297,Snack Foods,189.7504,OUT013,1987,High,Tier 3,2492.7552
3733,DRD27,18.75,Low Fat,0.023876985,Dairy,97.4042,OUT049,1999,Medium,Tier 1,2281.6966
3739,NCL06,14.65,Low Fat,0.072212787,Household,260.9594,OUT045,2002,,Tier 2,2878.2534
3742,FDV03,17.6,Low Fat,0.058181585,Meat,154.4314,OUT049,1999,Medium,Tier 1,2326.971
3746,FDN31,11.5,Low Fat,0.072881535,Fruits and Vegetables,191.353,OUT046,1997,Small,Tier 1,2277.036
3747,FDX31,20.35,Regular,0.014822802,Fruits and Vegetables,234.0958,OUT035,2004,Small,Tier 2,2570.6538
3756,DRO47,10.195,Low Fat,0.112859454,Hard Drinks,114.486,OUT017,2007,,Tier 2,2490.092
3757,FDW21,5.34,Regular,0.005962753,Snack Foods,102.4358,OUT035,2004,Small,Tier 2,2010.716
3759,FDM09,11.15,Regular,0.086105815,Snack Foods,167.879,OUT045,2002,,Tier 2,2886.243
3770,NCH29,5.51,Low Fat,0.034467286,Health and Hygiene,96.7726,OUT035,2004,Small,Tier 2,2642.5602
3775,NCC18,,Low Fat,0.176411579,Household,173.2422,OUT027,1985,Medium,Tier 3,2069.3064
3783,FDZ36,6.035,Regular,0.066051758,Baking Goods,187.724,OUT018,2009,Medium,Tier 3,2050.664
3787,FDQ40,11.1,Regular,0.036083537,Frozen Foods,175.4712,OUT049,1999,Medium,Tier 1,2988.1104
3790,NCK53,11.6,Low Fat,0.037793818,Health and Hygiene,99.3042,OUT017,2007,,Tier 2,2281.6966
3795,FDQ40,11.1,Regular,0.036020711,Frozen Foods,177.2712,OUT035,2004,Small,Tier 2,2109.2544
3799,FDM51,11.8,Regular,0.025904648,Meat,102.4674,OUT013,1987,High,Tier 3,2037.348
3803,NCQ06,13,Low Fat,0.041824524,Household,256.7014,OUT046,1997,Small,Tier 1,2805.0154
3807,NCD54,21.1,low fat,0.029054046,Household,144.6786,OUT049,1999,Medium,Tier 1,2889.572
3809,FDZ01,8.975,Regular,0.009057132,Canned,104.099,OUT035,2004,Small,Tier 2,2476.776
3810,FDT48,4.92,Low Fat,0.045955031,Baking Goods,199.1084,OUT046,1997,Small,Tier 1,2182.4924
3817,NCK18,9.6,Low Fat,0.006692529,Household,164.9184,OUT013,1987,High,Tier 3,2972.1312
3819,FDR25,17,Regular,0.140311123,Canned,265.6884,OUT017,2007,,Tier 2,2649.884
3823,FDY49,17.2,Regular,0.0120098,Canned,163.1184,OUT035,2004,Small,Tier 2,2807.0128
3824,FDD26,8.71,Regular,0.072141818,Canned,183.3924,OUT035,2004,Small,Tier 2,2776.386
3825,FDC22,6.89,Regular,0.136984147,Snack Foods,192.682,OUT018,2009,Medium,Tier 3,2703.148
3831,NCA05,20.75,Low Fat,0,Health and Hygiene,149.4734,OUT013,1987,High,Tier 3,2969.468
3840,NCI18,18.35,LF,0.014024028,Household,224.5746,OUT046,1997,Small,Tier 1,2692.4952
3850,FDV11,9.1,Regular,0.081652352,Breads,177.0054,OUT035,2004,Small,Tier 2,2101.2648
3851,NCY06,15.25,Low Fat,0.061434045,Household,130.9968,OUT018,2009,Medium,Tier 3,2348.9424
3858,FDI40,11.5,Regular,0.126313413,Frozen Foods,100.6358,OUT017,2007,,Tier 2,2010.716
3859,FDR37,16.5,Regular,0.066383907,Breakfast,180.4292,OUT045,2002,,Tier 2,2189.1504
3861,FDT15,12.15,Regular,0.042681522,Meat,184.295,OUT046,1997,Small,Tier 1,2014.045
3866,FDZ43,11,Regular,0.057011062,Fruits and Vegetables,241.9512,OUT013,1987,High,Tier 3,2908.2144
3872,FDY38,13.6,Regular,0.119077255,Dairy,231.23,OUT013,1987,High,Tier 3,2330.3
3877,FDW44,9.5,Regular,0.035151215,Fruits and Vegetables,171.8448,OUT046,1997,Small,Tier 1,2556.672
3878,FDU56,16.85,LF,0.044414056,Fruits and Vegetables,182.4266,OUT046,1997,Small,Tier 1,2028.6926
3879,FDZ58,17.85,Low Fat,0.052471995,Snack Foods,123.7072,OUT017,2007,,Tier 2,2450.144
3897,FDU31,10.5,Regular,0.024991056,Fruits and Vegetables,217.9508,OUT046,1997,Small,Tier 1,2821.6604
3903,FDL03,19.25,Regular,0.027058066,Meat,194.811,OUT013,1987,High,Tier 3,2749.754
3909,NCM43,14.5,Low Fat,0.01950565,Others,163.921,OUT049,1999,Medium,Tier 1,2446.815
3914,FDO01,21.1,Regular,0.020718655,Breakfast,130.4994,OUT046,1997,Small,Tier 1,2184.4898
3926,FDC04,15.6,Low Fat,0.045076878,Dairy,241.3854,OUT045,2002,,Tier 2,2900.2248
3930,FDV46,18.2,Low Fat,0.012597384,Snack Foods,141.218,OUT013,1987,High,Tier 3,2936.178
3931,NCM26,20.5,LF,0.023179181,Others,154.034,OUT049,1999,Medium,Tier 1,2450.144
3933,FDW13,,Low Fat,0.097410707,Canned,52.7324,OUT027,1985,Medium,Tier 3,2492.7552
